Scenario,Class,SubClass,Resource,Model,FIPS Code,Price Offered,Production,Production Unit
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13295,48,14.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13295,48,15.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13295,48,17.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13297,48,25.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13297,48,27.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13297,48,30.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13299,48,369.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13299,48,387.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13299,48,430.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13301,48,138.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13301,48,145.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13301,48,161.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13303,48,371.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13303,48,390.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13303,48,433.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13305,48,749.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13305,48,786.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13305,48,874.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13307,48,431.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13307,48,453,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13307,48,503.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13309,48,387.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13309,48,406.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13309,48,451.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13315,48,1953.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13315,48,2049.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13315,48,2278.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13319,48,57.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13319,48,60.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13319,48,67.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13321,48,4164.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13321,48,4369.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,13321,48,4858.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20007,48,338.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20007,48,82.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20007,48,56.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20015,48,415.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20015,48,101.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20015,48,69.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20025,48,55.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20025,48,13.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20025,48,9.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20033,48,212.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20033,48,52,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20033,48,35.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20035,48,515.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20035,48,125.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20035,48,85.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20047,48,55.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20047,48,13.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20047,48,9.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20055,48,60.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20055,48,14.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20055,48,10.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20069,48,21.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20069,48,5.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20069,48,3.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20077,48,621.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20077,48,151.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20077,48,103.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20079,48,72.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20079,48,17.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20079,48,12,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20081,48,58.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20081,48,14.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20081,48,9.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20095,48,515,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20095,48,125.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20095,48,85.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20097,48,329.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20097,48,80.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20097,48,54.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20119,48,75.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20119,48,18.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20119,48,12.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20129,48,24.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20129,48,6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20129,48,4.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20145,48,26,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20145,48,6.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20145,48,4.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20151,48,2213.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20151,48,540.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20151,48,367.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20155,48,284.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20155,48,69.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20155,48,47.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20159,48,49.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20159,48,12.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20159,48,8.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20173,48,325.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20173,48,79.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20173,48,54.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20175,48,483.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20175,48,118.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20175,48,80.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20185,48,207.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20185,48,50.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20185,48,34.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20187,48,35.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20187,48,8.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20187,48,5.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20189,48,103.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20189,48,25.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20189,48,17.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20191,48,4236.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20191,48,1034.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,20191,48,703.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22009,48,55.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22009,48,57.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22009,48,64.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22015,48,48.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22015,48,51.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22015,48,57.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22017,48,890.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22017,48,933.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22017,48,1038.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22021,48,67,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22021,48,70.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22021,48,78.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22025,48,874.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22025,48,917.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22025,48,1019.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22029,48,694.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22029,48,728.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22029,48,810.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22031,48,41.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22031,48,43.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22031,48,48.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22035,48,708.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22035,48,743.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22035,48,826.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22041,48,792.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22041,48,831.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22041,48,924.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22043,48,29.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22043,48,30.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22043,48,34.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22065,48,1577.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22065,48,1655.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22065,48,1840.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22067,48,868.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22067,48,911,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22067,48,1012.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22069,48,47.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22069,48,49.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22069,48,55.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22073,48,178.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22073,48,186.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22073,48,207.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22077,48,54.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22077,48,57.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22077,48,64,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22079,48,199.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22079,48,209.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22079,48,232.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22081,48,97.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22081,48,102.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22081,48,113.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22083,48,695.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22083,48,730,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22083,48,811.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22107,48,2392.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22107,48,2510.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22107,48,2791.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22123,48,229.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22123,48,241,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,22123,48,268,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28001,48,18.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28001,48,19.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28001,48,21.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28003,48,108,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28003,48,113.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28003,48,126,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28007,48,180.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28007,48,189.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28007,48,210.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28009,48,74.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28009,48,78,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28009,48,86.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28011,48,1449.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28011,48,1521.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28011,48,1691.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28013,48,523,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28013,48,548.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28013,48,610.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28015,48,594.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28015,48,624.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28015,48,693.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28017,48,210.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28017,48,220.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28017,48,245.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28019,48,44.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28019,48,46.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28019,48,51.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28021,48,97.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28021,48,102.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28021,48,113.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28023,48,22.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28023,48,23.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28023,48,26.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28025,48,131.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28025,48,138.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28025,48,153.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28027,48,4867.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28027,48,5107.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28027,48,5678.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28029,48,26.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28029,48,27.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28029,48,30.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28031,48,75,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28031,48,78.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28031,48,87.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28033,48,543.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28033,48,569.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28033,48,633.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28035,48,70.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28035,48,74.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28035,48,82.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28039,48,224.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28039,48,235.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28039,48,261.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28041,48,13.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28041,48,14.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28041,48,16,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28043,48,428.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28043,48,449.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28043,48,499.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28049,48,286.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28049,48,300.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28049,48,334.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28051,48,1016.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28051,48,1066.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28051,48,1186.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28053,48,1673.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28053,48,1755.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28053,48,1952.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28055,48,492.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28055,48,517.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28055,48,575.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28057,48,165,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28057,48,173.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28057,48,192.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28059,48,61.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28059,48,65,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28059,48,72.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28063,48,47.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28063,48,50.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28063,48,55.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28069,48,36.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28069,48,38.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28069,48,42.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28071,48,225.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28071,48,236.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28071,48,263,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28079,48,46.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28079,48,48.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28079,48,53.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28081,48,341.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28081,48,358.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28081,48,398.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28083,48,1442.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28083,48,1513.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28083,48,1683.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28087,48,639.6,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28087,48,671.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28087,48,746.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28089,48,410,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28089,48,430.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28089,48,478.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28093,48,218.7,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28093,48,229.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28093,48,255.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28095,48,590,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28095,48,619,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28095,48,688.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28097,48,384.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28097,48,403.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28097,48,448.2,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28103,48,2413.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28103,48,2532.4,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28103,48,2815.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28105,48,36.9,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28105,48,38.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28105,48,43.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28107,48,1023.8,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28107,48,1074.3,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28107,48,1194.5,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28111,48,106.1,dt
mature-market high,agriculture land,Ag processing waste,Cotton gin trash,POLYSYS,28111,48,111.3,dt
